801.22	9287
801.363	9800
801.506	10447
801.649	11012
801.791	11516
801.934	12355
802.077	12867
802.22	13634
802.362	14376
802.505	15116
802.648	15973
802.791	16757
802.933	17819
803.076	18652
803.219	19641
803.361	20695
803.504	21897
803.647	22928
803.789	24389
803.932	25432
804.074	26649
804.217	27856
804.359	28957
804.502	29935
804.644	30937
804.787	31820
804.929	32834
805.072	33370
805.214	34249
805.357	34698
805.499	35233
805.641	35577
805.784	35982
805.926	36157
806.068	36536
806.211	36642
806.353	36758
806.495	36979
806.637	37126
806.78	37226
806.922	37706
807.064	37959
807.206	38075
807.348	38322
807.491	38600
807.633	38792
807.775	39391
807.917	39618
808.059	39800
808.201	40441
808.343	40567
808.485	41130
808.627	41161
808.769	41864
808.911	42228
809.053	42490
809.195	42816
809.337	43538
809.479	43949
809.621	44442
809.762	44748
809.904	45357
810.046	45720
810.188	46067
810.33	46350
810.471	46736
810.613	47225
810.755	47126
810.897	47708
811.038	47904
811.18	48264
811.322	48479
811.463	48701
811.605	48922
811.747	49053
811.888	49284
812.03	49538
812.171	49814
812.313	49810
812.454	49818
812.596	49862
812.737	49976
812.879	50025
813.02	49845
813.161	49843
813.303	49887
813.444	49744
813.585	49763
813.727	49601
813.868	49535
814.009	49409
814.151	49320
814.292	48905
814.433	48732
814.574	48397
814.716	47902
814.857	47714
814.998	47450
815.139	47248
815.28	47134
815.421	46927
815.562	47041
815.703	47273
815.844	47937
815.985	48804
816.126	49042
816.267	49801
816.408	50235
816.549	50374
816.69	50248
816.831	49373
816.972	48243
817.113	46816
817.253	44908
817.394	42865
817.535	40778
817.676	38531
817.816	36108
817.957	33907
818.098	31866
818.238	29707
818.379	27913
818.52	26214
818.66	24789
818.801	23292
818.941	22226
819.082	20954
819.223	20157
819.363	19282
819.504	18656
819.644	17889
819.784	17349
819.925	16877
820.065	16274
820.206	15920
820.346	15545
820.486	15112
820.627	14714
820.767	14336
820.907	14081
821.047	13828
821.188	13571
821.328	13352
821.468	13183
821.608	13044
821.748	12876
821.888	12903
822.028	12892
822.168	12852
822.308	12825
822.449	12764
822.588	12888
822.728	13114
822.868	13259
823.008	13662
823.148	14136
823.288	14535
823.428	15074
823.568	15681
823.708	16183
823.847	16618
823.987	16997
824.127	17174
824.267	17062
824.406	16788
824.546	16466
824.686	15972
824.825	15232
824.965	14604
825.104	13999
825.244	13109
825.384	12475
825.523	11843
825.663	11164
825.802	10597
825.941	10173
826.081	9650
826.22	9243
826.36	8954
826.499	8566
826.638	8355
826.778	7995
826.917	7685
827.056	7550
827.195	7324
827.335	7227
827.474	7032
827.613	6795
827.752	6585
827.891	6597
828.03	6429
828.169	6355
828.308	6262
828.447	6121
828.586	6136
828.725	6104
828.864	5975
829.003	5823
829.142	5794
829.281	5792
829.42	5766
829.559	5648
829.697	5606
829.836	5608
829.975	5613
830.114	5532
830.252	5486
830.391	5568
830.53	5427
830.668	5452
830.807	5358
830.945	5442
831.084	5355
831.222	5408
831.361	5412
831.499	5358
831.638	5317
831.776	5313
831.915	5357
832.053	5259
832.191	5303
832.33	5377
832.468	5261
832.606	5256
832.744	5381
832.883	5280
833.021	5326
833.159	5343
833.297	5467
833.435	5526
833.573	5512
833.711	5473
833.849	5621
833.987	5594
834.125	5785
834.263	5727
834.401	5824
834.539	5775
834.677	5897
834.815	5988
834.953	6237
835.09	6251
835.228	6584
835.366	6899
835.504	7242
835.641	7771
835.779	8229
835.917	8710
836.054	9175
836.192	9778
836.329	10114
836.467	10506
836.604	10860
836.742	11046
836.879	11334
837.017	11606
837.154	11708
837.291	11731
837.429	11805
837.566	11762
837.703	11863
837.841	11870
837.978	11655
838.115	11663
838.252	11585
838.389	11551
838.526	11318
838.664	11288
838.801	11250
838.938	10997
839.075	10879
839.212	10717
839.349	10677
839.485	10493
839.622	10447
839.759	10227
839.896	10053
840.033	9837
840.17	9701
840.306	9330
840.443	9218
840.58	8935
840.716	8718
840.853	8393
840.99	8103
841.126	7814
841.263	7436
841.399	7133
841.536	6675
841.672	6382
841.809	6108
841.945	5800
842.082	5484
842.218	5199
842.354	4982
842.491	4845
842.627	4514
842.763	4480
842.899	4285
843.036	4168
843.172	4063
843.308	4095
843.444	4042
843.58	3928
843.716	3930
843.852	3751
843.988	3823
844.124	3726
844.26	3781
844.396	3715
844.532	3658
844.667	3715
844.803	3566
844.939	3530
845.075	3593
845.21	3591
845.346	3523
845.482	3416
845.617	3525
845.753	3557
845.889	3426
846.024	3500
846.16	3355
846.295	3365
846.431	3376
846.566	3292
846.701	3298
846.837	3266
846.972	3171
847.107	3272
847.243	3125
847.378	3110
847.513	3087
847.648	3003
847.783	3017
847.918	2979
848.053	2960
848.189	2899
848.324	2977
848.459	2925
848.593	2767
848.728	2790
848.863	2807
848.998	2792
849.133	2705
849.268	2712
849.403	2663
849.537	2739
849.672	2777
849.807	2741
849.941	2785
850.076	2766
850.211	2716
850.345	2724
850.48	2788
850.614	2756
850.749	2792
850.883	2880
851.017	2891
851.152	2904
851.286	2819
851.42	2933
851.555	2935
851.689	3009
851.823	3034
851.957	3098
852.091	3100
852.225	3163
852.36	3310
852.494	3342
852.628	3412
852.762	3515
852.895	3515
853.029	3793
853.163	3759
853.297	3901
853.431	3966
853.565	4145
853.698	4124
853.832	4348
853.966	4449
854.1	4613
854.233	4580
854.367	4809
854.5	4797
854.634	4913
854.767	4984
854.901	5096
855.034	5083
855.168	5067
855.301	5109
855.434	5178
855.568	5252
855.701	5221
855.834	5218
855.967	5233
856.1	5210
856.234	5187
856.367	5134
856.5	5223
856.633	5168
856.766	5050
856.899	5016
857.032	4978
857.164	4934
857.297	4879
857.43	4733
857.563	4738
857.696	4603
857.828	4502
857.961	4398
858.094	4297
858.226	4261
858.359	4122
858.492	4029
858.624	3964
858.757	3873
858.889	3726
859.021	3650
859.154	3523
859.286	3367
859.418	3380
859.551	3195
859.683	3171
859.815	3087
859.947	3011
860.08	2973
860.212	2866
860.344	2922
860.476	2899
860.608	2853
860.74	2912
860.872	2899
861.004	2923
861.135	2927
861.267	2927
861.399	2944
861.531	2963
861.662	3017
861.794	3081
861.926	3098
862.057	3049
862.189	3192
862.321	3277
862.452	3214
862.584	3264
862.715	3317
862.846	3431
862.978	3488
863.109	3414
863.24	3454
863.372	3441
863.503	3458
863.634	3469
863.765	3532
863.896	3542
864.027	3644
864.158	3582
864.289	3623
864.42	3745
864.551	3709
864.682	3675
864.813	3644
864.944	3711
865.075	3770
865.206	3618
865.336	3641
865.467	3726
865.598	3650
865.728	3574
865.859	3682
865.989	3595
866.12	3622
866.25	3644
866.381	3564
866.511	3622
866.641	3566
866.772	3534
866.902	3597
867.032	3521
867.162	3422
867.293	3509
867.423	3458
867.553	3403
867.683	3405
867.813	3395
867.943	3384
868.073	3374
868.203	3325
868.333	3254
868.463	3254
868.592	3140
868.722	3165
868.852	3140
868.981	3119
869.111	3089
869.241	3009
869.37	3013
869.5	2988
869.629	2927
869.759	2802
869.888	2792
870.018	2701
870.147	2663
870.276	2653
870.406	2571
870.535	2526
870.664	2598
870.793	2564
870.922	2535
871.051	2435
871.18	2402
871.309	2298
871.438	2296
871.567	2305
871.696	2288
871.825	2225
871.954	2111
872.082	2054
872.211	2168
872.34	2069
872.469	2052
872.597	2052
872.726	2052
872.854	2090
872.983	1989
873.111	1987
873.24	1948
873.368	2020
873.496	1940
873.625	1911
873.753	1949
873.881	1923
874.009	1892
874.137	1870
874.266	1812
874.394	1854
874.522	1835
874.65	1915
874.778	1925
874.906	1894
875.033	1849
875.161	1866
875.289	1866
875.417	1925
875.544	1812
875.672	1805
875.8	1915
875.927	1793
876.055	1788
876.182	1854
876.31	1847
876.437	1856
876.565	1839
876.692	1852
876.819	1763
876.947	1826
877.074	1856
877.201	1793
877.328	1792
877.455	1778
877.582	1900
877.709	1795
877.836	1786
877.963	1812
878.09	1761
878.217	1824
878.344	1797
878.471	1746
878.597	1818
878.724	1765
878.851	1830
878.977	1759
879.104	1828
879.23	1814
879.357	1812
879.483	1759
879.61	1812
879.736	1875
879.862	1837
879.989	1765
880.115	1896
880.241	1837
880.367	1833
880.493	1767
880.62	1799
880.746	1795
880.872	1803
880.998	1803
881.123	1784
881.249	1792
881.375	1803
881.501	1746
881.627	1753
881.752	1731
881.878	1733
882.004	1736
882.129	1814
882.255	1736
882.38	1714
882.506	1788
882.631	1790
882.756	1738
882.882	1790
883.007	1799
883.132	1748
883.257	1784
883.383	1742
883.508	1763
883.633	1788
883.758	1736
883.883	1843
884.008	1923
884.133	1835
884.257	1742
884.382	1782
884.507	1771
884.632	1822
884.756	1788
884.881	1835
885.006	1795
885.13	1849
885.255	1792
885.379	1761
885.504	1790
885.628	1792
885.752	1757
885.877	1767
886.001	1771
886.125	1761
886.249	1784
886.373	1771
886.497	1788
886.621	1790
886.745	1772
886.869	1818
886.993	1885
887.117	1759
887.241	1784
887.365	1780
887.488	1782
887.612	1860
887.736	1816
887.859	1763
887.983	1784
888.106	1890
888.23	1948
888.353	1866
888.477	1818
888.6	1772
888.723	1845
888.846	1790
888.97	1830
889.093	1835
889.216	1833
889.339	1795
889.462	1805
889.585	1782
889.708	1801
889.831	1866
889.953	1818
890.076	1833
890.199	1839
890.322	1824
890.444	1822
890.567	1776
890.689	1862
890.812	1911
890.934	1801
891.057	1873
891.179	1759
891.302	1814
891.424	1870
891.546	1864
891.668	1852
891.79	1816
891.913	1837
892.035	1824
892.157	1792
892.279	1833
892.401	1845
892.522	1771
892.644	1814
892.766	1778
892.888	1830
893.009	1816
893.131	1814
893.253	1822
893.374	1875
893.496	1860
893.617	1875
893.739	1875
893.86	1923
893.981	1965
894.103	1946
894.224	1919
894.345	1839
894.466	1881
894.587	1894
894.708	2041
894.829	1928
894.95	1858
895.071	1921
895.192	1871
895.313	1938
895.434	1932
895.554	1957
895.675	1917
895.796	1936
895.916	1919
896.037	1957
896.157	2054
896.278	2081
896.398	1921
896.518	1972
896.639	1921
896.759	1902
896.879	2062
896.999	1993
897.119	1955
897.239	1896
897.359	1930
897.479	1991
897.599	1906
897.719	1919
897.839	1944
897.959	1970
898.078	1944
898.198	1909
898.318	1951
898.437	1923
898.557	1951
898.676	2020
898.796	1892
898.915	1917
899.034	1909
899.154	1957
899.273	1870
899.392	1955
899.511	1835
899.63	1921
899.749	1866
899.868	1828
899.987	1896
900.106	1854
900.225	1885
900.344	1839
900.463	1902
900.581	1881
900.7	1932
900.818	1938
900.937	1873
901.056	1883
901.174	1894
901.292	1845
901.411	1843
901.529	1866
901.647	1896
901.766	1909
901.884	1847
902.002	1822
902.12	1793
902.238	1769
902.356	1833
902.474	1814
902.592	1772
902.709	1828
902.827	1786
902.945	1858
903.063	1786
903.18	1803
903.298	1797
903.415	1784
903.533	1820
903.65	1740
903.768	1788
903.885	1742
904.002	1788
904.119	1812
904.237	1807
904.354	1721
904.471	1833
904.588	1830
904.705	1750
904.822	1740
904.938	1710
905.055	1731
905.172	1757
905.289	1765
905.405	1750
905.522	1786
905.639	1780
905.755	1769
905.872	1733
905.988	1715
906.104	1723
906.221	1714
906.337	1677
906.453	1742
906.569	1674
906.685	1590
906.801	1645
906.917	1626
907.033	1611
907.149	1611
907.265	1704
907.381	1575
907.497	1656
907.612	1685
907.728	1632
907.844	1664
907.959	1620
908.075	1569
908.19	1550
908.305	1656
908.421	1634
908.536	1647
908.651	1636
908.766	1694
908.882	1634
908.997	1628
909.112	1622
909.227	1590
909.341	1540
909.456	1632
909.571	1639
909.686	1529
909.801	1584
909.915	1556
910.03	1637
910.144	1586
910.259	1630
910.373	1599
910.488	1594
910.602	1691
910.716	1679
910.831	1622
910.945	1651
911.059	1609
911.173	1559
911.287	1651
911.401	1554
911.515	1666
911.629	1611
911.743	1588
911.856	1622
911.97	1605
912.084	1599
912.197	1624
912.311	1675
912.424	1597
912.538	1632
912.651	1685
912.764	1616
912.878	1683
912.991	1613
913.104	1649
913.217	1592
913.33	1651
913.443	1704
913.556	1677
913.669	1575
913.782	1666
913.895	1639
914.008	1624
914.12	1596
914.233	1603
914.345	1578
914.458	1519
914.57	1681
914.683	1601
914.795	1580
914.907	1548
915.02	1542
915.132	1535
915.244	1586
915.356	1516
915.468	1597
915.58	1567
915.692	1516
915.804	1504
915.916	1552
916.028	1822
916.139	1546
916.251	1518
916.362	1599
916.474	1578
916.585	1546
916.697	1527
916.808	1586
916.92	1556
917.031	1487
917.142	1592
917.253	1601
917.364	1594
917.475	1571
917.586	1500
917.697	1552
917.808	1607
917.919	1622
918.03	1537
918.14	1561
918.251	1590
918.362	1540
918.472	1552
918.583	1535
918.693	1575
918.804	1592
918.914	1615
919.024	1592
919.134	1580
919.245	1499
919.355	1542
919.465	1597
919.575	1647
919.685	1643
919.794	1588
919.904	1590
920.014	1575
920.124	1594
920.233	1637
920.343	1616
920.453	1634
920.562	1611
920.671	1630
920.781	1613
920.89	1552
920.999	1681
921.109	1548
921.218	1632
921.327	1580
921.436	1668
921.545	1653
921.654	1596
921.763	1542
921.871	1687
921.98	1628
922.089	1596
922.197	1586
922.306	1538
922.414	1523
922.523	1592
922.631	1592
922.74	1527
922.848	1495
922.956	1476
923.064	1508
923.172	1561
923.28	1521
923.388	1525
923.496	1622
923.604	1537
923.712	1466
923.82	1504
923.928	1550
924.035	1575
924.143	1575
924.25	1580
924.358	1500
924.465	1592
924.572	1542
924.68	1476
924.787	1597
924.894	1523
925.001	1514
925.108	1493
925.215	1510
925.322	1550
925.429	1510
925.536	1523
925.643	1518
925.75	1512
925.856	1580
925.963	1580
926.069	1510
926.176	1514
926.282	1504
926.389	1550
926.495	1500
926.601	1550
926.707	1626
926.813	1596
926.919	1559
927.025	1569
927.131	1596
927.237	1592
927.343	1561
927.449	1554
927.555	1569
927.66	1611
927.766	1616
927.871	1554
927.977	1518
928.082	1540
928.188	1531
928.293	1533
928.398	1609
928.503	1578
928.608	1634
928.713	1565
928.818	1578
928.923	1521
929.028	1525
929.133	1563
929.238	1611
929.342	1628
929.447	1502
929.552	1461
929.656	1500
929.761	1521
929.865	1563
929.969	1480
930.074	1500
930.178	1481
930.282	1487
930.386	1514
930.49	1514
930.594	1504
930.698	1472
930.802	1464
930.906	1491
931.009	1447
931.113	1430
931.217	1470
